,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,playlist
68,Clean Bandit,Rather Be (feat. Jess Glynne),0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,audio_features,3s4U7OHV7gnj42VV72eSZ6,spotify:track:3s4U7OHV7gnj42VV72eSZ6,https://api.spotify.com/v1/tracks/3s4U7OHV7gnj42VV72eSZ6,https://api.spotify.com/v1/audio-analysis/3s4U7OHV7gnj42VV72eSZ6,227833,4,ryan
69,Katy Perry,The One That Got Away,0.687,0.792,1,-4.023,0,0.0353,0.000802,0,0.2,0.864,133.962,audio_features,3oL3XRtkP1WVbMxf7dtTdu,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,https://api.spotify.com/v1/tracks/3oL3XRtkP1WVbMxf7dtTdu,https://api.spotify.com/v1/audio-analysis/3oL3XRtkP1WVbMxf7dtTdu,227333,4,ryan
70,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,audio_features,6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc,236002,4,ryan
71,Celldweller,Switchback,0.442,0.824,10,-6.66,1,0.0403,1.73e-05,8.21e-05,0.26,0.353,112.95,audio_features,1juX6jryYxQbRBGOsbmx1j,spotify:track:1juX6jryYxQbRBGOsbmx1j,https://api.spotify.com/v1/tracks/1juX6jryYxQbRBGOsbmx1j,https://api.spotify.com/v1/audio-analysis/1juX6jryYxQbRBGOsbmx1j,302693,4,ryan
72,Sweet Soft Ladies,Everytime We Touch - Coolest Hits Version,0.574,0.214,5,-9.545,0,0.0302,0.883,0,0.224,0.265,114.29,audio_features,7KaaVyun24BjQnJACPmOV8,spotify:track:7KaaVyun24BjQnJACPmOV8,https://api.spotify.com/v1/tracks/7KaaVyun24BjQnJACPmOV8,https://api.spotify.com/v1/audio-analysis/7KaaVyun24BjQnJACPmOV8,198840,4,ryan
73,The Chainsmokers,All We Know,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,audio_features,2rizacJSyD9S1IQUxUxnsK,spotify:track:2rizacJSyD9S1IQUxUxnsK,https://api.spotify.com/v1/tracks/2rizacJSyD9S1IQUxUxnsK,https://api.spotify.com/v1/audio-analysis/2rizacJSyD9S1IQUxUxnsK,194080,4,ryan
74,Mark Ronson,Uptown Funk (feat. Bruno Mars),0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4,ryan
75,Meghan Trainor,Dear Future Husband,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,audio_features,3cU2wBxuV6nFiuf6PJZNlC,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,https://api.spotify.com/v1/tracks/3cU2wBxuV6nFiuf6PJZNlC,https://api.spotify.com/v1/audio-analysis/3cU2wBxuV6nFiuf6PJZNlC,184227,4,ryan
76,Meghan Trainor,Lips Are Movin,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,audio_features,6gj08XDlv9Duc2fPOxUmVD,spotify:track:6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,182667,4,ryan
77,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,audio_features,3zHq9ouUJQFQRf3cm1rRLu,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/audio-analysis/3zHq9ouUJQFQRf3cm1rRLu,252534,4,ryan
78,Ellie Goulding,Hate Me (with Juice WRLD),0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,audio_features,6kls8cSlUyHW2BUOkDJIZE,spotify:track:6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/tracks/6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/audio-analysis/6kls8cSlUyHW2BUOkDJIZE,186223,4,ryan
79,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,audio_features,4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,252307,4,ryan
80,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800,4,ryan
81,Jennifer Lopez,On The Floor,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,audio_features,3C0nOe05EIt1390bVABLyN,spotify:track:3C0nOe05EIt1390bVABLyN,https://api.spotify.com/v1/tracks/3C0nOe05EIt1390bVABLyN,https://api.spotify.com/v1/audio-analysis/3C0nOe05EIt1390bVABLyN,284867,4,ryan
82,Pitbull,Timber (feat. Ke$ha),0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,audio_features,3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,204160,4,ryan
83,Within Temptation,Intro,0.142,0.451,5,-10.484,0,0.038,0.679,0.977,0.205,0.0393,139.715,audio_features,1OGjrTzzqENqBJqSpxPqc5,spotify:track:1OGjrTzzqENqBJqSpxPqc5,https://api.spotify.com/v1/tracks/1OGjrTzzqENqBJqSpxPqc5,https://api.spotify.com/v1/audio-analysis/1OGjrTzzqENqBJqSpxPqc5,118107,4,ryan
84,EXID,A Sul Hae,0.8,0.858,11,-4.152,0,0.0476,0.0536,0,0.397,0.719,105.047,audio_features,4pT8eGyNN3YR8nNIXzaSHY,spotify:track:4pT8eGyNN3YR8nNIXzaSHY,https://api.spotify.com/v1/tracks/4pT8eGyNN3YR8nNIXzaSHY,https://api.spotify.com/v1/audio-analysis/4pT8eGyNN3YR8nNIXzaSHY,212512,4,ryan
85,EXID,Ah Yeah,0.762,0.939,11,-2.688,0,0.054,0.0483,0,0.0719,0.428,117.986,audio_features,68daw5D7jgDf55BJmaiQIf,spotify:track:68daw5D7jgDf55BJmaiQIf,https://api.spotify.com/v1/tracks/68daw5D7jgDf55BJmaiQIf,https://api.spotify.com/v1/audio-analysis/68daw5D7jgDf55BJmaiQIf,199643,4,ryan
86,Christy Altomare,Once Upon a December,0.166,0.288,11,-12.45,0,0.0389,0.917,1.89e-05,0.0889,0.0748,174.166,audio_features,3jMy7ITBiLgVwC15RBK9Hp,spotify:track:3jMy7ITBiLgVwC15RBK9Hp,https://api.spotify.com/v1/tracks/3jMy7ITBiLgVwC15RBK9Hp,https://api.spotify.com/v1/audio-analysis/3jMy7ITBiLgVwC15RBK9Hp,179840,4,ryan
87,Joseph Williams,"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version",0.306,0.132,5,-19.31,1,0.0538,0.787,0,0.57,0.473,78.46,audio_features,5E8yddtSG3sH4hw2SfwcgW,spotify:track:5E8yddtSG3sH4hw2SfwcgW,https://api.spotify.com/v1/tracks/5E8yddtSG3sH4hw2SfwcgW,https://api.spotify.com/v1/audio-analysis/5E8yddtSG3sH4hw2SfwcgW,177787,4,ryan
88,Silence Wang,小星星,0.593,0.448,11,-7.74,1,0.0338,0.732,0,0.212,0.385,135.966,audio_features,6DFqEI93UwMDbC2dTtCe56,spotify:track:6DFqEI93UwMDbC2dTtCe56,https://api.spotify.com/v1/tracks/6DFqEI93UwMDbC2dTtCe56,https://api.spotify.com/v1/audio-analysis/6DFqEI93UwMDbC2dTtCe56,196885,4,ryan
89,GFRIEND,LOVE WHISPER,0.711,0.928,8,-1.666,0,0.0484,0.126,0,0.335,0.577,114.012,audio_features,1xwnvVY9gHdo69PuGQkG1U,spotify:track:1xwnvVY9gHdo69PuGQkG1U,https://api.spotify.com/v1/tracks/1xwnvVY9gHdo69PuGQkG1U,https://api.spotify.com/v1/audio-analysis/1xwnvVY9gHdo69PuGQkG1U,211972,4,ryan
90,SISTAR,Shady Girl,0.789,0.88,6,-4.227,0,0.0471,0.0753,0.000869,0.0676,0.909,124.975,audio_features,0RQ6SbwGzIezGqrhVjKv5v,spotify:track:0RQ6SbwGzIezGqrhVjKv5v,https://api.spotify.com/v1/tracks/0RQ6SbwGzIezGqrhVjKv5v,https://api.spotify.com/v1/audio-analysis/0RQ6SbwGzIezGqrhVjKv5v,194508,4,ryan
91,Michael Tai,童話 | Tong Hua (by 王光良 | Michael Wong),0.459,0.279,7,-12.05,1,0.0352,0.988,0.867,0.101,0.473,76.328,audio_features,4P06V2qUbxeW054tmpOpnQ,spotify:track:4P06V2qUbxeW054tmpOpnQ,https://api.spotify.com/v1/tracks/4P06V2qUbxeW054tmpOpnQ,https://api.spotify.com/v1/audio-analysis/4P06V2qUbxeW054tmpOpnQ,221492,4,ryan
92,Angela Chang,隠形的翅膀,0.543,0.395,1,-6.858,1,0.0251,0.691,0,0.0921,0.375,144.036,audio_features,6Tv5ukQ3xK8WHxJgWMM6vM,spotify:track:6Tv5ukQ3xK8WHxJgWMM6vM,https://api.spotify.com/v1/tracks/6Tv5ukQ3xK8WHxJgWMM6vM,https://api.spotify.com/v1/audio-analysis/6Tv5ukQ3xK8WHxJgWMM6vM,222080,4,ryan
93,林依晨,孤單北半球,0.598,0.461,5,-6.376,1,0.0251,0.673,1.02e-05,0.198,0.525,93.913,audio_features,3paQp0i1o5wffNjjv9gZTn,spotify:track:3paQp0i1o5wffNjjv9gZTn,https://api.spotify.com/v1/tracks/3paQp0i1o5wffNjjv9gZTn,https://api.spotify.com/v1/audio-analysis/3paQp0i1o5wffNjjv9gZTn,266059,4,ryan
94,Children Of Bodom,Downfall,0.443,0.951,3,-3.742,1,0.0541,0.0013,0.887,0.152,0.271,99.472,audio_features,42kcPmx3bxMU9si9HE4rgr,spotify:track:42kcPmx3bxMU9si9HE4rgr,https://api.spotify.com/v1/tracks/42kcPmx3bxMU9si9HE4rgr,https://api.spotify.com/v1/audio-analysis/42kcPmx3bxMU9si9HE4rgr,273707,4,ryan
95,Within Temptation,Stand My Ground,0.271,0.866,5,-4.072,0,0.0578,0.0489,0.000762,0.116,0.127,175.665,audio_features,7Chqf4yGnQlLWAWic9b0ET,spotify:track:7Chqf4yGnQlLWAWic9b0ET,https://api.spotify.com/v1/tracks/7Chqf4yGnQlLWAWic9b0ET,https://api.spotify.com/v1/audio-analysis/7Chqf4yGnQlLWAWic9b0ET,267987,4,ryan
96,王俊凱,心引力,0.433,0.455,11,-12.767,1,0.1,0.133,0,0.0879,0.466,187.648,audio_features,5FCICpVP6esEhKY7dxLU7T,spotify:track:5FCICpVP6esEhKY7dxLU7T,https://api.spotify.com/v1/tracks/5FCICpVP6esEhKY7dxLU7T,https://api.spotify.com/v1/audio-analysis/5FCICpVP6esEhKY7dxLU7T,257785,4,ryan
97,Within Temptation,Fire and Ice,0.363,0.522,0,-6.675,0,0.0284,0.119,1.56e-06,0.102,0.222,139.77,audio_features,6fVNrImd5bzHgJMxxLqCee,spotify:track:6fVNrImd5bzHgJMxxLqCee,https://api.spotify.com/v1/tracks/6fVNrImd5bzHgJMxxLqCee,https://api.spotify.com/v1/audio-analysis/6fVNrImd5bzHgJMxxLqCee,237600,4,ryan
98,Within Temptation,Our Solemn Hour,0.249,0.916,2,-3.149,0,0.0724,0.0408,4.43e-06,0.41,0.336,176.18,audio_features,6KaLRddxDnr9hufQCW3Kzx,spotify:track:6KaLRddxDnr9hufQCW3Kzx,https://api.spotify.com/v1/tracks/6KaLRddxDnr9hufQCW3Kzx,https://api.spotify.com/v1/audio-analysis/6KaLRddxDnr9hufQCW3Kzx,257160,4,ryan
99,Charlie Puth,Light Switch,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,audio_features,3AVXwaOGCEL8cmBecfcsFJ,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,https://api.spotify.com/v1/tracks/3AVXwaOGCEL8cmBecfcsFJ,https://api.spotify.com/v1/audio-analysis/3AVXwaOGCEL8cmBecfcsFJ,185681,4,ryan
0,Rihanna,Kiss It Better,0.619,0.806,3,-4.8,0,0.0483,0.272,0,0.0671,0.877,95.0,audio_features,7bmqcI1HQwx1PWwYyZO0lg,spotify:track:7bmqcI1HQwx1PWwYyZO0lg,https://api.spotify.com/v1/tracks/7bmqcI1HQwx1PWwYyZO0lg,https://api.spotify.com/v1/audio-analysis/7bmqcI1HQwx1PWwYyZO0lg,253080,4,sarah
1,GAYLE,abcdefu,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,audio_features,4fouWK6XVHhzl78KzQ1UjL,spotify:track:4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/tracks/4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/audio-analysis/4fouWK6XVHhzl78KzQ1UjL,168602,4,sarah
2,Dua Lipa,Love Again,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,audio_features,5CSKbHjpqborGnlzagyaDo,spotify:track:5CSKbHjpqborGnlzagyaDo,https://api.spotify.com/v1/tracks/5CSKbHjpqborGnlzagyaDo,https://api.spotify.com/v1/audio-analysis/5CSKbHjpqborGnlzagyaDo,258004,4,sarah
3,Bad Bunny,DÁKITI,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,audio_features,4MzXwWMhyBbmu6hOcLVD49,spotify:track:4MzXwWMhyBbmu6hOcLVD49,https://api.spotify.com/v1/tracks/4MzXwWMhyBbmu6hOcLVD49,https://api.spotify.com/v1/audio-analysis/4MzXwWMhyBbmu6hOcLVD49,205090,4,sarah
4,Justin Bieber,Anyone,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,audio_features,31qCy5ZaophVA81wtlwLc4,spotify:track:31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/tracks/31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/audio-analysis/31qCy5ZaophVA81wtlwLc4,190779,4,sarah
5,Bazzi,Mine,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,audio_features,7uzmGiiJyRfuViKKK3lVmR,spotify:track:7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/tracks/7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,131064,4,sarah
6,Ruel,Dazed & Confused,0.688,0.5,2,-7.411,1,0.138,0.102,0,0.355,0.418,127.906,audio_features,2pyjbGTpJCPjMYwCbdymiF,spotify:track:2pyjbGTpJCPjMYwCbdymiF,https://api.spotify.com/v1/tracks/2pyjbGTpJCPjMYwCbdymiF,https://api.spotify.com/v1/audio-analysis/2pyjbGTpJCPjMYwCbdymiF,189608,3,sarah
7,HYGH Lofi Music,Redbone,0.649,0.159,3,-12.456,0,0.0488,0.961,0.946,0.106,0.214,80.045,audio_features,2P2UqSc0bJFSH9PhSZKw8Y,spotify:track:2P2UqSc0bJFSH9PhSZKw8Y,https://api.spotify.com/v1/tracks/2P2UqSc0bJFSH9PhSZKw8Y,https://api.spotify.com/v1/audio-analysis/2P2UqSc0bJFSH9PhSZKw8Y,96478,4,sarah
8,Troye Sivan,IN A DREAM,0.538,0.808,0,-5.644,1,0.132,0.019,1.99e-06,0.136,0.702,170.032,audio_features,1444RlH5FNC5fJmBcLB9xI,spotify:track:1444RlH5FNC5fJmBcLB9xI,https://api.spotify.com/v1/tracks/1444RlH5FNC5fJmBcLB9xI,https://api.spotify.com/v1/audio-analysis/1444RlH5FNC5fJmBcLB9xI,229614,4,sarah
9,Marshmello,Leave Before You Love Me (with Jonas Brothers),0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983,4,sarah
10,Tate McRae,lie to me,0.642,0.392,4,-7.846,0,0.0372,0.0151,0,0.352,0.0479,138.065,audio_features,4f9IfFvBFm7Gsf1IVEudyf,spotify:track:4f9IfFvBFm7Gsf1IVEudyf,https://api.spotify.com/v1/tracks/4f9IfFvBFm7Gsf1IVEudyf,https://api.spotify.com/v1/audio-analysis/4f9IfFvBFm7Gsf1IVEudyf,177440,4,sarah
11,Ruel,GROWING UP IS _____,0.673,0.729,0,-5.664,1,0.029,0.000983,0.000107,0.226,0.482,112.535,audio_features,2wJ1eOCIBwoQiN7xQtrTAY,spotify:track:2wJ1eOCIBwoQiN7xQtrTAY,https://api.spotify.com/v1/tracks/2wJ1eOCIBwoQiN7xQtrTAY,https://api.spotify.com/v1/audio-analysis/2wJ1eOCIBwoQiN7xQtrTAY,233588,4,sarah
12,Shawn Mendes,Wonder,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,audio_features,5KCbr5ndeby4y4ggthdiAb,spotify:track:5KCbr5ndeby4y4ggthdiAb,https://api.spotify.com/v1/tracks/5KCbr5ndeby4y4ggthdiAb,https://api.spotify.com/v1/audio-analysis/5KCbr5ndeby4y4ggthdiAb,172693,4,sarah
13,Daya,Bad Girl - JVKE Remix,0.834,0.662,5,-6.179,1,0.0407,0.522,9.07e-05,0.14,0.718,115.999,audio_features,0wp6ckRomrGJq2fD2CFOQE,spotify:track:0wp6ckRomrGJq2fD2CFOQE,https://api.spotify.com/v1/tracks/0wp6ckRomrGJq2fD2CFOQE,https://api.spotify.com/v1/audio-analysis/0wp6ckRomrGJq2fD2CFOQE,166223,4,sarah
14,Claire Rosinkranz,Frankenstein,0.826,0.745,2,-6.091,1,0.141,0.13,1.32e-05,0.178,0.883,119.92,audio_features,1xSmjB0t19q4CSJ0X0ymGB,spotify:track:1xSmjB0t19q4CSJ0X0ymGB,https://api.spotify.com/v1/tracks/1xSmjB0t19q4CSJ0X0ymGB,https://api.spotify.com/v1/audio-analysis/1xSmjB0t19q4CSJ0X0ymGB,202249,4,sarah
15,Machine Gun Kelly,emo girl (feat. WILLOW),0.41,0.881,2,-3.502,1,0.087,0.000406,4.26e-05,0.922,0.357,165.006,audio_features,2AAyBZmMVZSZfgzXRYJOWQ,spotify:track:2AAyBZmMVZSZfgzXRYJOWQ,https://api.spotify.com/v1/tracks/2AAyBZmMVZSZfgzXRYJOWQ,https://api.spotify.com/v1/audio-analysis/2AAyBZmMVZSZfgzXRYJOWQ,159096,4,sarah
16,WILLOW,Wait a Minute!,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4,sarah
17,M83,Midnight City,0.519,0.728,11,-5.41,0,0.0388,0.0188,1.53e-06,0.0656,0.248,105.028,audio_features,0gnyAfjj9sxtXmpcAf3AKu,spotify:track:0gnyAfjj9sxtXmpcAf3AKu,https://api.spotify.com/v1/tracks/0gnyAfjj9sxtXmpcAf3AKu,https://api.spotify.com/v1/audio-analysis/0gnyAfjj9sxtXmpcAf3AKu,243960,4,sarah
18,Latto,Big Energy (feat. DJ Khaled) - Remix,0.867,0.771,11,-3.688,0,0.0939,0.0385,0,0.133,0.715,106.021,audio_features,4nmD4awtUUCC4AGETpUiuP,spotify:track:4nmD4awtUUCC4AGETpUiuP,https://api.spotify.com/v1/tracks/4nmD4awtUUCC4AGETpUiuP,https://api.spotify.com/v1/audio-analysis/4nmD4awtUUCC4AGETpUiuP,181666,4,sarah
19,Troye Sivan,Angel Baby,0.559,0.559,11,-6.425,1,0.0358,0.0145,0,0.138,0.338,72.498,audio_features,2m6Ko3CY1qXNNja8AlugNc,spotify:track:2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/tracks/2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/audio-analysis/2m6Ko3CY1qXNNja8AlugNc,220780,4,sarah
20,Post Malone,One Right Now (with The Weeknd),0.687,0.781,1,-4.806,1,0.053,0.0361,0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507,4,sarah
21,Post Malone,Saint-Tropez,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,audio_features,05mDaV9Vb3wrzjF6OPZnhq,spotify:track:05mDaV9Vb3wrzjF6OPZnhq,https://api.spotify.com/v1/tracks/05mDaV9Vb3wrzjF6OPZnhq,https://api.spotify.com/v1/audio-analysis/05mDaV9Vb3wrzjF6OPZnhq,150867,4,sarah
22,Post Malone,Hollywood's Bleeding,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,audio_features,7sWRlDoTDX8geTR8zzr2vt,spotify:track:7sWRlDoTDX8geTR8zzr2vt,https://api.spotify.com/v1/tracks/7sWRlDoTDX8geTR8zzr2vt,https://api.spotify.com/v1/audio-analysis/7sWRlDoTDX8geTR8zzr2vt,156267,4,sarah
23,Post Malone,Better Now,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,audio_features,7dt6x5M1jzdTEt8oCbisTK,spotify:track:7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,231267,4,sarah
24,Lauv,Drugs & The Internet,0.437,0.551,2,-7.044,1,0.143,0.361,8.65e-05,0.333,0.245,88.941,audio_features,4VM8y5Tx6UBxzfuLvYrhFf,spotify:track:4VM8y5Tx6UBxzfuLvYrhFf,https://api.spotify.com/v1/tracks/4VM8y5Tx6UBxzfuLvYrhFf,https://api.spotify.com/v1/audio-analysis/4VM8y5Tx6UBxzfuLvYrhFf,178560,4,sarah
25,Lauv,"fuck, i'm lonely (with Anne-Marie)",0.809,0.547,9,-7.304,1,0.0609,0.46,0,0.0543,0.717,95.012,audio_features,09PGubKAMryhOWv1LHpCYz,spotify:track:09PGubKAMryhOWv1LHpCYz,https://api.spotify.com/v1/tracks/09PGubKAMryhOWv1LHpCYz,https://api.spotify.com/v1/audio-analysis/09PGubKAMryhOWv1LHpCYz,198973,4,sarah
26,Lauv,Changes,0.533,0.454,2,-8.366,1,0.161,0.456,0,0.237,0.203,148.177,audio_features,7cDpMO5wuWgvv3j4INRBeB,spotify:track:7cDpMO5wuWgvv3j4INRBeB,https://api.spotify.com/v1/tracks/7cDpMO5wuWgvv3j4INRBeB,https://api.spotify.com/v1/audio-analysis/7cDpMO5wuWgvv3j4INRBeB,160187,4,sarah
27,Lauv,Modern Loneliness,0.702,0.508,8,-7.105,1,0.035,0.144,0,0.108,0.143,82.009,audio_features,1eyek0KJEh2v5HQ9uQSybb,spotify:track:1eyek0KJEh2v5HQ9uQSybb,https://api.spotify.com/v1/tracks/1eyek0KJEh2v5HQ9uQSybb,https://api.spotify.com/v1/audio-analysis/1eyek0KJEh2v5HQ9uQSybb,252337,4,sarah
28,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,1oFAF1hdPOickyHgbuRjyX,spotify:track:1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/tracks/1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/audio-analysis/1oFAF1hdPOickyHgbuRjyX,191014,4,sarah
29,Doja Cat,Say So,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,audio_features,3Dv1eDb0MEgF93GpLXlucZ,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4,sarah
30,DeJ Loaf,No Fear,0.614,0.682,11,-4.117,0,0.102,0.387,0,0.134,0.566,100.202,audio_features,2H881m3JRA8lpuuwaQL6zy,spotify:track:2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/tracks/2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/audio-analysis/2H881m3JRA8lpuuwaQL6zy,169853,4,sarah
31,The Kid LAROI,STAY (with Justin Bieber),0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,audio_features,5PjdY0CKGZdEuoNab3yDmX,spotify:track:5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX,141806,4,sarah
32,Ariana Grande,breathin,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,audio_features,4OafepJy2teCjYJbvFE60J,spotify:track:4OafepJy2teCjYJbvFE60J,https://api.spotify.com/v1/tracks/4OafepJy2teCjYJbvFE60J,https://api.spotify.com/v1/audio-analysis/4OafepJy2teCjYJbvFE60J,198160,4,sarah
33,gianni & kyle,do u even miss me at all?,0.819,0.519,10,-7.16,0,0.0768,0.384,0,0.0898,0.452,100.039,audio_features,1AHf5FSofKcUw8tyKkccKF,spotify:track:1AHf5FSofKcUw8tyKkccKF,https://api.spotify.com/v1/tracks/1AHf5FSofKcUw8tyKkccKF,https://api.spotify.com/v1/audio-analysis/1AHf5FSofKcUw8tyKkccKF,177627,4,sarah
34,PRETTYMUCH,Phases,0.77,0.636,11,-6.724,0,0.131,0.169,0,0.0676,0.492,105.93,audio_features,3je88Q4OvTqIx7BFRFYvRA,spotify:track:3je88Q4OvTqIx7BFRFYvRA,https://api.spotify.com/v1/tracks/3je88Q4OvTqIx7BFRFYvRA,https://api.spotify.com/v1/audio-analysis/3je88Q4OvTqIx7BFRFYvRA,215760,4,sarah
